polled_at_utc,station_id,num_bikes_available,num_docks_available,is_renting,is_returning,is_installed,last_reported
2026-09-01T12:54:00+00:00,6026,24,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,5431,12,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,5424,3,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,5220,2,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,5217,29,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,5113,5,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,4683,7,13,True,True,True,1788267238
2026-09-01T12:54:00+00:00,4552,10,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,3725,2,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2358,7,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2357,5,19,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2355,4,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2351,0,18,False,False,False,1788267238
2026-09-01T12:54:00+00:00,2350,16,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2349,2,19,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2347,11,19,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2340,1,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2339,3,27,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2337,15,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2334,5,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2333,7,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2332,8,4,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2330,14,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2329,15,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2328,10,9,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2315,17,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2308,5,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2307,0,28,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2306,1,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2305,0,14,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2304,2,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2280,11,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,2270,0,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,1919,1,5,True,True,True,1788267238
2026-09-01T12:54:00+00:00,1755,12,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,1101,21,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,1023,11,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,1009,4,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,970,0,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,787,6,5,True,True,True,1788267238
2026-09-01T12:54:00+00:00,627,13,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,623,18,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,624,0,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,626,18,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,614,0,22,True,True,True,1788267238
2026-09-01T12:54:00+00:00,616,9,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,618,11,29,True,True,True,1788267238
2026-09-01T12:54:00+00:00,621,0,27,True,True,True,1788267238
2026-09-01T12:54:00+00:00,622,5,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,613,3,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,620,1,37,True,True,True,1788267238
2026-09-01T12:54:00+00:00,596,4,14,True,True,True,1788267238
2026-09-01T12:54:00+00:00,617,1,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,609,24,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,607,23,4,True,True,True,1788267238
2026-09-01T12:54:00+00:00,603,10,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,590,8,30,True,True,True,1788267238
2026-09-01T12:54:00+00:00,610,1,18,True,True,True,1788267238
2026-09-01T12:54:00+00:00,608,0,21,True,True,True,1788267238
2026-09-01T12:54:00+00:00,593,0,29,True,True,True,1788267238
2026-09-01T12:54:00+00:00,530,7,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,463,3,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,475,2,22,True,True,True,1788267238
2026-09-01T12:54:00+00:00,439,0,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,600,7,4,True,True,True,1788267238
2026-09-01T12:54:00+00:00,440,5,11,True,True,True,1788267238
2026-09-01T12:54:00+00:00,612,0,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,491,8,10,True,True,True,1788267238
2026-09-01T12:54:00+00:00,493,3,26,True,True,True,1788267238
2026-09-01T12:54:00+00:00,410,0,27,False,False,False,1788267238
2026-09-01T12:54:00+00:00,605,0,18,True,True,True,1788267238
2026-09-01T12:54:00+00:00,388,6,11,True,True,True,1788267238
2026-09-01T12:54:00+00:00,591,0,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,592,2,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,585,17,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,565,1,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,571,18,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,568,2,13,True,True,True,1788267238
2026-09-01T12:54:00+00:00,588,1,19,True,True,True,1788267238
2026-09-01T12:54:00+00:00,584,0,35,True,True,True,1788267238
2026-09-01T12:54:00+00:00,569,2,28,True,True,True,1788267238
2026-09-01T12:54:00+00:00,577,23,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,564,1,24,True,True,True,1788267238
2026-09-01T12:54:00+00:00,570,3,12,True,True,True,1788267238
2026-09-01T12:54:00+00:00,572,22,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,587,0,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,586,3,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,576,16,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,566,24,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,602,0,18,True,True,True,1788267238
2026-09-01T12:54:00+00:00,575,15,13,True,True,True,1788267238
2026-09-01T12:54:00+00:00,567,17,22,True,True,True,1788267238
2026-09-01T12:54:00+00:00,582,13,14,True,True,True,1788267238
2026-09-01T12:54:00+00:00,595,17,5,True,True,True,1788267238
2026-09-01T12:54:00+00:00,542,4,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,563,13,4,True,True,True,1788267238
2026-09-01T12:54:00+00:00,558,8,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,552,4,14,True,True,True,1788267238
2026-09-01T12:54:00+00:00,555,2,12,True,True,True,1788267238
2026-09-01T12:54:00+00:00,573,24,0,True,True,True,1788267238
2026-09-01T12:54:00+00:00,561,3,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,615,20,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,543,0,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,554,2,18,True,True,True,1788267238
2026-09-01T12:54:00+00:00,574,0,11,True,True,True,1788267238
2026-09-01T12:54:00+00:00,560,2,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,548,1,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,559,16,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,545,21,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,550,0,9,True,True,True,1788267238
2026-09-01T12:54:00+00:00,541,9,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,527,9,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,529,4,16,True,True,True,1788267238
2026-09-01T12:54:00+00:00,526,11,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,537,16,2,True,True,True,1788267238
2026-09-01T12:54:00+00:00,547,3,25,True,True,True,1788267238
2026-09-01T12:54:00+00:00,601,1,18,True,True,True,1788267238
2026-09-01T12:54:00+00:00,533,4,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,535,2,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,524,3,17,True,True,True,1788267238
2026-09-01T12:54:00+00:00,519,16,8,True,True,True,1788267238
2026-09-01T12:54:00+00:00,534,16,23,True,True,True,1788267238
2026-09-01T12:54:00+00:00,521,14,1,True,True,True,1788267238
2026-09-01T12:54:00+00:00,518,12,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,556,1,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,525,0,15,True,True,True,1788267238
2026-09-01T12:54:00+00:00,517,10,6,True,True,True,1788267238
2026-09-01T12:54:00+00:00,523,8,20,True,True,True,1788267238
2026-09-01T12:54:00+00:00,522,3,7,True,True,True,1788267238
2026-09-01T12:54:00+00:00,594,0,21,True,True,True,1788267238
